Entity,Code,Year,Productivity,Continent,Productivity_level
Israel,ISR,2013,34.766922,Asia,6
Israel,ISR,2014,36.690536,Asia,6
Israel,ISR,2015,37.777508,Asia,6
Israel,ISR,2016,37.812836,Asia,6
Israel,ISR,2017,38.105255,Asia,6
Italy,ITA,1950,4.5877404,Europe,0
Italy,ITA,1951,4.9516559,Europe,0
Italy,ITA,1952,5.0500383,Europe,1
Italy,ITA,1953,5.3448434,Europe,1
Italy,ITA,1954,5.4881282,Europe,1
Italy,ITA,1955,5.8556032,Europe,1
Italy,ITA,1956,6.0401444,Europe,1
Italy,ITA,1957,6.2510185,Europe,1
Italy,ITA,1958,6.4838281,Europe,1
Italy,ITA,1959,6.922143,Europe,1
Italy,ITA,1960,7.5328245,Europe,1
Italy,ITA,1961,8.1778746,Europe,1
Italy,ITA,1962,8.8652744,Europe,1
Italy,ITA,1963,9.4922037,Europe,1
Italy,ITA,1964,9.813879,Europe,1
Italy,ITA,1965,10.628944,Europe,2
Italy,ITA,1966,11.30651,Europe,2
Italy,ITA,1967,11.83678,Europe,2
Italy,ITA,1968,12.65291,Europe,2
Italy,ITA,1969,13.534912,Europe,2
Italy,ITA,1970,15.483587,Europe,3
Italy,ITA,1971,16.259562,Europe,3
Italy,ITA,1972,17.275341,Europe,3
Italy,ITA,1973,18.70517,Europe,3
Italy,ITA,1974,20.076382,Europe,4
Italy,ITA,1975,19.949717,Europe,3
Italy,ITA,1976,21.778297,Europe,4
Italy,ITA,1977,23.246664,Europe,4
Italy,ITA,1978,24.654202,Europe,4
Italy,ITA,1979,26.696453,Europe,5
Italy,ITA,1980,28.089077,Europe,5
Italy,ITA,1981,27.497166,Europe,5
Italy,ITA,1982,26.794643,Europe,5
Italy,ITA,1983,26.38648,Europe,5
Italy,ITA,1984,26.879433,Europe,5
Italy,ITA,1985,26.911936,Europe,5
Italy,ITA,1986,28.383823,Europe,5
Italy,ITA,1987,29.438852,Europe,5
Italy,ITA,1988,30.353039,Europe,6
Italy,ITA,1989,31.663248,Europe,6
Italy,ITA,1990,32.741028,Europe,6
Italy,ITA,1991,33.237125,Europe,6
Italy,ITA,1992,34.054062,Europe,6
Italy,ITA,1993,34.947403,Europe,6
Italy,ITA,1994,36.817905,Europe,6
Italy,ITA,1995,38.633854,Europe,6
Italy,ITA,1996,38.990223,Europe,6
Italy,ITA,1997,40.652035,Europe,7
Italy,ITA,1998,41.815304,Europe,7
Italy,ITA,1999,42.606289,Europe,7
Italy,ITA,2000,43.254021,Europe,7
Italy,ITA,2001,42.523666,Europe,7
Italy,ITA,2002,41.376347,Europe,7
Italy,ITA,2003,41.153084,Europe,7
Italy,ITA,2004,41.170815,Europe,7
Italy,ITA,2005,42.700417,Europe,7
Italy,ITA,2006,43.351158,Europe,7
Italy,ITA,2007,44.729683,Europe,7
Italy,ITA,2008,46.08728,Europe,7
Italy,ITA,2009,45.958931,Europe,7
Italy,ITA,2010,46.788708,Europe,7
Italy,ITA,2011,48.193611,Europe,7
Italy,ITA,2012,49.051674,Europe,7
Italy,ITA,2013,50.018944,Europe,7
Italy,ITA,2014,50.468079,Europe,7
Italy,ITA,2015,50.793781,Europe,7
Italy,ITA,2016,52.314011,Europe,7
Italy,ITA,2017,53.288624,Europe,7
Jamaica,JAM,1986,5.7625856,North America,1
Jamaica,JAM,1987,6.0856934,North America,1
Jamaica,JAM,1988,6.091866,North America,1
Jamaica,JAM,1989,5.9378223,North America,1
Jamaica,JAM,1990,6.3745542,North America,1
Jamaica,JAM,1991,6.1127148,North America,1
Jamaica,JAM,1992,6.426918,North America,1
Jamaica,JAM,1993,6.9411416,North America,1
Jamaica,JAM,1994,6.807198,North America,1
Jamaica,JAM,1995,6.6698546,North America,1
Jamaica,JAM,1996,6.7894325,North America,1
Jamaica,JAM,1997,6.8138351,North America,1
Jamaica,JAM,1998,6.8420506,North America,1
Jamaica,JAM,1999,7.2047024,North America,1
Jamaica,JAM,2000,7.4350014,North America,1
Jamaica,JAM,2001,7.406148,North America,1
Jamaica,JAM,2002,6.8554025,North America,1
Japan,JPN,1950,2.6416044,Asia,0
Japan,JPN,1951,2.8877783,Asia,0
Japan,JPN,1952,3.1381619,Asia,0
Japan,JPN,1953,3.2359278,Asia,0
Japan,JPN,1954,3.3162682,Asia,0
Japan,JPN,1955,3.4288476,Asia,0
Japan,JPN,1956,3.5074923,Asia,0
Japan,JPN,1957,3.62273,Asia,0
Japan,JPN,1958,3.8242962,Asia,0
Japan,JPN,1959,4.1067042,Asia,0
Japan,JPN,1960,4.5029607,Asia,0
Japan,JPN,1961,4.9275827,Asia,0
Japan,JPN,1962,5.3882985,Asia,1
Japan,JPN,1963,5.8036437,Asia,1
Japan,JPN,1964,6.3578391,Asia,1
Japan,JPN,1965,6.7028208,Asia,1
Japan,JPN,1966,7.2190166,Asia,1
Japan,JPN,1967,7.7750969,Asia,1
Japan,JPN,1968,8.6068325,Asia,1
Japan,JPN,1969,9.6502132,Asia,1
Japan,JPN,1970,10.598037,Asia,2
Japan,JPN,1971,11.176849,Asia,2
Japan,JPN,1972,12.112369,Asia,2
Japan,JPN,1973,12.88447,Asia,2
Japan,JPN,1974,13.210339,Asia,2
Japan,JPN,1975,14.038105,Asia,2
Japan,JPN,1976,14.657567,Asia,2
Japan,JPN,1977,15.420078,Asia,3
Japan,JPN,1978,16.397501,Asia,3
Japan,JPN,1979,17.27833,Asia,3
Japan,JPN,1980,18.131681,Asia,3
Japan,JPN,1981,18.012115,Asia,3
Japan,JPN,1982,17.606657,Asia,3
Japan,JPN,1983,17.006542,Asia,3
Japan,JPN,1984,16.904806,Asia,3
Japan,JPN,1985,17.456308,Asia,3
Japan,JPN,1986,18.919258,Asia,3
Japan,JPN,1987,20.112009,Asia,4
Japan,JPN,1988,21.929787,Asia,4
Japan,JPN,1989,23.405376,Asia,4
Japan,JPN,1990,25.24828,Asia,5
Japan,JPN,1991,26.535292,Asia,5
Japan,JPN,1992,27.870647,Asia,5
Japan,JPN,1993,29.123993,Asia,5
Japan,JPN,1994,30.292086,Asia,6
Japan,JPN,1995,31.839857,Asia,6
Japan,JPN,1996,33.418446,Asia,6
Japan,JPN,1997,33.877354,Asia,6
Japan,JPN,1998,34.128277,Asia,6
Japan,JPN,1999,34.958954,Asia,6
Japan,JPN,2000,35.987274,Asia,6
Japan,JPN,2001,36.063423,Asia,6
Japan,JPN,2002,36.683716,Asia,6
Japan,JPN,2003,37.241158,Asia,6
Japan,JPN,2004,37.814915,Asia,6
Japan,JPN,2005,38.687721,Asia,6
Japan,JPN,2006,38.737988,Asia,6
Japan,JPN,2007,39.345524,Asia,6
Japan,JPN,2008,39.054733,Asia,6
Japan,JPN,2009,38.6922,Asia,6
Japan,JPN,2010,40.082291,Asia,7
Japan,JPN,2011,39.667797,Asia,6
Japan,JPN,2012,40.031647,Asia,7
Japan,JPN,2013,40.966282,Asia,7
Japan,JPN,2014,41.293217,Asia,7
Japan,JPN,2015,42.423306,Asia,7
Japan,JPN,2016,42.93734,Asia,7
Japan,JPN,2017,43.353165,Asia,7
Latvia,LVA,1995,11.447538,Europe,2
Latvia,LVA,1996,11.439307,Europe,2
Latvia,LVA,1997,11.195974,Europe,2
Latvia,LVA,1998,11.794693,Europe,2
Latvia,LVA,1999,12.378227,Europe,2
Latvia,LVA,2000,13.533331,Europe,2
Latvia,LVA,2001,14.201197,Europe,2
Latvia,LVA,2002,14.782426,Europe,2
Latvia,LVA,2003,15.111043,Europe,3
Latvia,LVA,2004,16.044943,Europe,3
Latvia,LVA,2005,17.782686,Europe,3
Latvia,LVA,2006,17.810238,Europe,3
Latvia,LVA,2007,18.968021,Europe,3
Latvia,LVA,2008,18.979692,Europe,3
Latvia,LVA,2009,19.657207,Europe,3
Latvia,LVA,2010,21.776661,Europe,4
Latvia,LVA,2011,22.929264,Europe,4
Latvia,LVA,2012,23.571009,Europe,4
Latvia,LVA,2013,23.512043,Europe,4
Latvia,LVA,2014,24.644011,Europe,4
Latvia,LVA,2015,25.696749,Europe,5
Latvia,LVA,2016,26.077209,Europe,5
Latvia,LVA,2017,28.094965,Europe,5
Lithuania,LTU,1995,11.855721,Europe,2
Lithuania,LTU,1996,12.216553,Europe,2
Lithuania,LTU,1997,12.615856,Europe,2
Lithuania,LTU,1998,12.777075,Europe,2
Lithuania,LTU,1999,13.914318,Europe,2
Lithuania,LTU,2000,14.552949,Europe,2
Lithuania,LTU,2001,16.335327,Europe,3
Lithuania,LTU,2002,16.287048,Europe,3
Lithuania,LTU,2003,17.722256,Europe,3
Lithuania,LTU,2004,17.196552,Europe,3
Lithuania,LTU,2005,19.13722,Europe,3
Lithuania,LTU,2006,20.377287,Europe,4
Lithuania,LTU,2007,21.329887,Europe,4
Lithuania,LTU,2008,22.532894,Europe,4
Lithuania,LTU,2009,21.980915,Europe,4
Lithuania,LTU,2010,24.338167,Europe,4
Lithuania,LTU,2011,26.741983,Europe,5
Lithuania,LTU,2012,27.75699,Europe,5
Lithuania,LTU,2013,27.958414,Europe,5
Lithuania,LTU,2014,28.783911,Europe,5
Lithuania,LTU,2015,28.156935,Europe,5
Lithuania,LTU,2016,27.448,Europe,5
Lithuania,LTU,2017,29.458128,Europe,5
Luxembourg,LUX,1970,26.17909,Europe,5
Luxembourg,LUX,1971,24.564047,Europe,4
Luxembourg,LUX,1972,26.082056,Europe,5
Luxembourg,LUX,1973,29.065872,Europe,5
Luxembourg,LUX,1974,30.673882,Europe,6
Luxembourg,LUX,1975,26.647738,Europe,5
Luxembourg,LUX,1976,28.103693,Europe,5
Luxembourg,LUX,1977,28.668348,Europe,5
Luxembourg,LUX,1978,30.671824,Europe,6
Luxembourg,LUX,1979,31.933411,Europe,6
Luxembourg,LUX,1980,32.587322,Europe,6
Luxembourg,LUX,1981,31.709505,Europe,6
Luxembourg,LUX,1982,32.185116,Europe,6
Luxembourg,LUX,1983,32.248829,Europe,6
Luxembourg,LUX,1984,31.948193,Europe,6
Luxembourg,LUX,1985,31.132603,Europe,6
Luxembourg,LUX,1986,35.341984,Europe,6
Luxembourg,LUX,1987,35.540596,Europe,6
Luxembourg,LUX,1988,37.858936,Europe,6
Luxembourg,LUX,1989,41.161938,Europe,7
Luxembourg,LUX,1990,41.617321,Europe,7
Luxembourg,LUX,1991,44.977413,Europe,7
Luxembourg,LUX,1992,45.001858,Europe,7
Luxembourg,LUX,1993,47.300159,Europe,7
Luxembourg,LUX,1994,49.26022,Europe,7
Luxembourg,LUX,1995,48.09613,Europe,7
Luxembourg,LUX,1996,47.516258,Europe,7
Luxembourg,LUX,1997,50.361565,Europe,7
Luxembourg,LUX,1998,52.413074,Europe,7
Luxembourg,LUX,1999,56.052296,Europe,7
Luxembourg,LUX,2000,59.01926,Europe,7
Luxembourg,LUX,2001,53.063766,Europe,7
Luxembourg,LUX,2002,50.471725,Europe,7
Luxembourg,LUX,2003,48.430092,Europe,7
Luxembourg,LUX,2004,44.107048,Europe,7
Luxembourg,LUX,2005,55.301788,Europe,7
Luxembourg,LUX,2006,52.911804,Europe,7
Luxembourg,LUX,2007,53.687717,Europe,7
Luxembourg,LUX,2008,50.628395,Europe,7
Luxembourg,LUX,2009,48.239399,Europe,7
Luxembourg,LUX,2010,53.972374,Europe,7
Luxembourg,LUX,2011,50.240917,Europe,7
Luxembourg,LUX,2012,54.101482,Europe,7
Luxembourg,LUX,2013,52.159534,Europe,7
Luxembourg,LUX,2014,60.408566,Europe,7
Luxembourg,LUX,2015,64.46772,Europe,7
Luxembourg,LUX,2016,66.75119,Europe,7
Luxembourg,LUX,2017,68.358604,Europe,7
Malaysia,MYS,1970,4.7563233,Asia,0
Malaysia,MYS,1971,5.6276474,Asia,1
Malaysia,MYS,1972,5.8634524,Asia,1
Malaysia,MYS,1973,6.4009914,Asia,1
Malaysia,MYS,1974,6.8671517,Asia,1
Malaysia,MYS,1975,6.4251142,Asia,1
Malaysia,MYS,1976,6.9302616,Asia,1
Malaysia,MYS,1977,7.2435751,Asia,1
Malaysia,MYS,1978,7.493155,Asia,1
Malaysia,MYS,1979,7.8679495,Asia,1
Malaysia,MYS,1980,8.2849054,Asia,1
Malaysia,MYS,1981,8.3380098,Asia,1
Malaysia,MYS,1982,8.5668869,Asia,1
Malaysia,MYS,1983,8.7596397,Asia,1
Malaysia,MYS,1984,9.222353,Asia,1
Malaysia,MYS,1985,8.3986816,Asia,1
Malaysia,MYS,1986,7.6269732,Asia,1
Malaysia,MYS,1987,7.8760967,Asia,1
Malaysia,MYS,1988,8.3311663,Asia,1
Malaysia,MYS,1989,8.8379889,Asia,1
Malaysia,MYS,1990,9.4929838,Asia,1
Malaysia,MYS,1991,10.45625,Asia,2
Malaysia,MYS,1992,10.580027,Asia,2
Malaysia,MYS,1993,11.021991,Asia,2
Malaysia,MYS,1994,11.718343,Asia,2
Malaysia,MYS,1995,12.849292,Asia,2
Malaysia,MYS,1996,12.748937,Asia,2
Malaysia,MYS,1997,13.119807,Asia,2
Malaysia,MYS,1998,11.180703,Asia,2
Malaysia,MYS,1999,11.436366,Asia,2
Malaysia,MYS,2000,12.649364,Asia,2
Malaysia,MYS,2001,12.386515,Asia,2
Malaysia,MYS,2002,12.749137,Asia,2
Malaysia,MYS,2003,13.257806,Asia,2
Malaysia,MYS,2004,14.476154,Asia,2
Malaysia,MYS,2005,16.135464,Asia,3
Malaysia,MYS,2006,16.163841,Asia,3
Malaysia,MYS,2007,17.608519,Asia,3
Malaysia,MYS,2008,19.780594,Asia,3
Malaysia,MYS,2009,18.132915,Asia,3
Malaysia,MYS,2010,18.19565,Asia,3
Malaysia,MYS,2011,19.913088,Asia,3
Malaysia,MYS,2012,20.517605,Asia,4
Malaysia,MYS,2013,20.846027,Asia,4
Malaysia,MYS,2014,20.827621,Asia,4
Malaysia,MYS,2015,20.386311,Asia,4
Malaysia,MYS,2016,20.853537,Asia,4
Malaysia,MYS,2017,21.680056,Asia,4
Malta,MLT,1994,17.554043,Europe,3
Malta,MLT,1995,16.954967,Europe,3
Malta,MLT,1996,16.710199,Europe,3
Malta,MLT,1997,19.198071,Europe,3
Malta,MLT,1998,19.856926,Europe,3
Malta,MLT,1999,20.92001,Europe,4
Malta,MLT,2000,25.952534,Europe,5
Malta,MLT,2001,23.714428,Europe,4
Malta,MLT,2002,23.616001,Europe,4
Malta,MLT,2003,25.283684,Europe,5
Malta,MLT,2004,25.016579,Europe,5
Malta,MLT,2005,27.146441,Europe,5
Malta,MLT,2006,26.248434,Europe,5
Malta,MLT,2007,27.107523,Europe,5
Malta,MLT,2008,26.367662,Europe,5
Malta,MLT,2009,26.293644,Europe,5
Malta,MLT,2010,27.713211,Europe,5
Malta,MLT,2011,28.098928,Europe,5
Malta,MLT,2012,28.33428,Europe,5
Malta,MLT,2013,27.474531,Europe,5
Malta,MLT,2014,27.140625,Europe,5
Malta,MLT,2015,31.942499,Europe,6
Malta,MLT,2016,30.936943,Europe,6
Malta,MLT,2017,32.872604,Europe,6
Mexico,MEX,1950,6.6334438,North America,1
Mexico,MEX,1951,7.1002359,North America,1
Mexico,MEX,1952,7.3209052,North America,1
Mexico,MEX,1953,7.1446204,North America,1
Mexico,MEX,1954,7.841713,North America,1
Mexico,MEX,1955,8.3944101,North America,1
Mexico,MEX,1956,8.8614349,North America,1
Mexico,MEX,1957,9.3961611,North America,1
Mexico,MEX,1958,9.7225962,North America,1
Mexico,MEX,1959,9.8430424,North America,1
Mexico,MEX,1960,10.439363,North America,2
Mexico,MEX,1961,10.500389,North America,2
Mexico,MEX,1962,10.654336,North America,2
Mexico,MEX,1963,11.362803,North America,2
Mexico,MEX,1964,12.597512,North America,2
Mexico,MEX,1965,12.950069,North America,2
Mexico,MEX,1966,13.396132,North America,2
Mexico,MEX,1967,13.743291,North America,2
Mexico,MEX,1968,14.553264,North America,2
Mexico,MEX,1969,14.728601,North America,2
Mexico,MEX,1970,15.225048,North America,3
Mexico,MEX,1971,15.048581,North America,3
Mexico,MEX,1972,15.439597,North America,3
Mexico,MEX,1973,15.817816,North America,3
Mexico,MEX,1974,15.92158,North America,3
Mexico,MEX,1975,15.767284,North America,3
Mexico,MEX,1976,15.923294,North America,3
Mexico,MEX,1977,15.84034,North America,3
Mexico,MEX,1978,16.499266,North America,3
Mexico,MEX,1979,17.185856,North America,3
Mexico,MEX,1980,17.825411,North America,3
Mexico,MEX,1981,18.711941,North America,3
Mexico,MEX,1982,17.919704,North America,3
Mexico,MEX,1983,16.78401,North America,3
Mexico,MEX,1984,16.711336,North America,3
Mexico,MEX,1985,16.090073,North America,3
Mexico,MEX,1986,14.666319,North America,2
Mexico,MEX,1987,14.437977,North America,2
Mexico,MEX,1988,14.059903,North America,2
Mexico,MEX,1989,14.081478,North America,2
Mexico,MEX,1990,14.497779,North America,2
Mexico,MEX,1991,14.705164,North America,2
Mexico,MEX,1992,14.818975,North America,2
Mexico,MEX,1993,15.972627,North America,3
Mexico,MEX,1994,16.254641,North America,3
Mexico,MEX,1995,13.234575,North America,2
Mexico,MEX,1996,12.920805,North America,2
Mexico,MEX,1997,13.084893,North America,2
Mexico,MEX,1998,13.897405,North America,2
Mexico,MEX,1999,14.024827,North America,2
Mexico,MEX,2000,14.652164,North America,2
Mexico,MEX,2001,14.764512,North America,2
Mexico,MEX,2002,14.336505,North America,2
Mexico,MEX,2003,14.220852,North America,2
Mexico,MEX,2004,14.684646,North America,2
Mexico,MEX,2005,15.436988,North America,3
Mexico,MEX,2006,15.513893,North America,3
Mexico,MEX,2007,15.823824,North America,3
Mexico,MEX,2008,15.835861,North America,3
Mexico,MEX,2009,15.435143,North America,3
Mexico,MEX,2010,15.391223,North America,3
Mexico,MEX,2011,16.635841,North America,3
Mexico,MEX,2012,16.627001,North America,3
Mexico,MEX,2013,17.227352,North America,3
Mexico,MEX,2014,18.125242,North America,3
Mexico,MEX,2015,17.509512,North America,3
Mexico,MEX,2016,17.575348,North America,3
Mexico,MEX,2017,17.716841,North America,3
Myanmar,MMR,1970,0.6536115,Asia,0
Myanmar,MMR,1971,0.65674,Asia,0
Myanmar,MMR,1972,0.6342771,Asia,0
Myanmar,MMR,1973,0.6224697,Asia,0
Myanmar,MMR,1974,0.6209127,Asia,0
Myanmar,MMR,1975,0.6271065,Asia,0
Myanmar,MMR,1976,0.6276598,Asia,0
Myanmar,MMR,1977,0.6217685,Asia,0
Myanmar,MMR,1978,0.6172441,Asia,0
Myanmar,MMR,1979,0.6237844,Asia,0
Myanmar,MMR,1980,0.6601874,Asia,0
Myanmar,MMR,1981,0.6823441,Asia,0
Myanmar,MMR,1982,0.7120338,Asia,0
Myanmar,MMR,1983,0.7272512,Asia,0
Myanmar,MMR,1984,0.7576739,Asia,0
Myanmar,MMR,1985,0.7525248,Asia,0
Myanmar,MMR,1986,0.7277279,Asia,0
Myanmar,MMR,1987,0.6852441,Asia,0
Myanmar,MMR,1988,0.5816349,Asia,0
Myanmar,MMR,1989,0.5827593,Asia,0
Myanmar,MMR,1990,0.6224836,Asia,0
Myanmar,MMR,1991,0.5913529,Asia,0
Myanmar,MMR,1992,0.6231291,Asia,0
Myanmar,MMR,1993,0.7904139,Asia,0
Myanmar,MMR,1994,0.7511323,Asia,0
Myanmar,MMR,1995,0.8226937,Asia,0
Myanmar,MMR,1996,0.8131406,Asia,0
Myanmar,MMR,1997,0.7953779,Asia,0
Myanmar,MMR,1998,0.9169052,Asia,0
Myanmar,MMR,1999,0.8720253,Asia,0
Myanmar,MMR,2000,0.8363698,Asia,0
Myanmar,MMR,2001,0.8809705,Asia,0
Myanmar,MMR,2002,0.8813392,Asia,0
Myanmar,MMR,2003,1.0113103,Asia,0
Myanmar,MMR,2004,1.0757315,Asia,0
Myanmar,MMR,2005,1.215257,Asia,0
Myanmar,MMR,2006,1.3462602,Asia,0
Myanmar,MMR,2007,1.5040795,Asia,0
Myanmar,MMR,2008,1.7614514,Asia,0
Myanmar,MMR,2009,1.9171978,Asia,0
Myanmar,MMR,2010,2.4152381,Asia,0
Myanmar,MMR,2011,2.7545233,Asia,0
Myanmar,MMR,2012,3.0306535,Asia,0
Myanmar,MMR,2013,3.4592371,Asia,0
Myanmar,MMR,2014,3.7327595,Asia,0
Myanmar,MMR,2015,3.8348627,Asia,0
Myanmar,MMR,2016,3.8518491,Asia,0
Myanmar,MMR,2017,4.0099111,Asia,0
Netherlands,NLD,1950,9.3215342,Europe,1
Netherlands,NLD,1951,9.804594,Europe,1
Netherlands,NLD,1952,10.153689,Europe,2
Netherlands,NLD,1953,10.873291,Europe,2
Netherlands,NLD,1954,11.30118,Europe,2
Netherlands,NLD,1955,12.134967,Europe,2
Netherlands,NLD,1956,12.518307,Europe,2
Netherlands,NLD,1957,13.009415,Europe,2
Netherlands,NLD,1958,13.175454,Europe,2
Netherlands,NLD,1959,13.893889,Europe,2
Netherlands,NLD,1960,15.040569,Europe,3
Netherlands,NLD,1961,15.180079,Europe,3
Netherlands,NLD,1962,15.550998,Europe,3
Netherlands,NLD,1963,15.485806,Europe,3
Netherlands,NLD,1964,16.995474,Europe,3
Netherlands,NLD,1965,17.586653,Europe,3
Netherlands,NLD,1966,17.790512,Europe,3
Netherlands,NLD,1967,18.845137,Europe,3
Netherlands,NLD,1968,19.910612,Europe,3
Netherlands,NLD,1969,19.845654,Europe,3
Netherlands,NLD,1970,21.203167,Europe,4
Netherlands,NLD,1971,22.55757,Europe,4
Netherlands,NLD,1972,23.58111,Europe,4
Netherlands,NLD,1973,25.39744,Europe,5
Netherlands,NLD,1974,28.335426,Europe,5
Netherlands,NLD,1975,28.897024,Europe,5
Netherlands,NLD,1976,30.401934,Europe,6
Netherlands,NLD,1977,31.135162,Europe,6
Netherlands,NLD,1978,32.1604,Europe,6
Netherlands,NLD,1979,32.869022,Europe,6
Netherlands,NLD,1980,33.761421,Europe,6
Netherlands,NLD,1981,32.996433,Europe,6
Netherlands,NLD,1982,32.85379,Europe,6
Netherlands,NLD,1983,33.526943,Europe,6
Netherlands,NLD,1984,34.072514,Europe,6
Netherlands,NLD,1985,33.021484,Europe,6
Netherlands,NLD,1986,34.058048,Europe,6
Netherlands,NLD,1987,34.184204,Europe,6
Netherlands,NLD,1988,35.000015,Europe,6
Netherlands,NLD,1989,35.658237,Europe,6
Netherlands,NLD,1990,36.973812,Europe,6
Netherlands,NLD,1991,37.697166,Europe,6
Netherlands,NLD,1992,37.567348,Europe,6
Netherlands,NLD,1993,38.959568,Europe,6
Netherlands,NLD,1994,39.587971,Europe,6
Netherlands,NLD,1995,40.318356,Europe,7
Netherlands,NLD,1996,40.727177,Europe,7
Netherlands,NLD,1997,42.674381,Europe,7
Netherlands,NLD,1998,43.165665,Europe,7
Netherlands,NLD,1999,45.329002,Europe,7
Netherlands,NLD,2000,49.454227,Europe,7
Netherlands,NLD,2001,49.577644,Europe,7
Netherlands,NLD,2002,49.88224,Europe,7
Netherlands,NLD,2003,50.48254,Europe,7
Netherlands,NLD,2004,51.226521,Europe,7
Netherlands,NLD,2005,58.245831,Europe,7
Netherlands,NLD,2006,58.464386,Europe,7
Netherlands,NLD,2007,60.577805,Europe,7
Netherlands,NLD,2008,62.078987,Europe,7
Netherlands,NLD,2009,57.816067,Europe,7
Netherlands,NLD,2010,58.601719,Europe,7
Netherlands,NLD,2011,59.323879,Europe,7
Netherlands,NLD,2012,61.029037,Europe,7
Netherlands,NLD,2013,65.256027,Europe,7
Netherlands,NLD,2014,61.949635,Europe,7
Netherlands,NLD,2015,60.876217,Europe,7
Netherlands,NLD,2016,59.382244,Europe,7
Netherlands,NLD,2017,61.431767,Europe,7
New Zealand,NZL,1970,18.008009,Oceania,3
New Zealand,NZL,1971,18.432245,Oceania,3
New Zealand,NZL,1972,19.261206,Oceania,3
New Zealand,NZL,1973,20.451082,Oceania,4
New Zealand,NZL,1974,20.542311,Oceania,4
New Zealand,NZL,1975,19.615709,Oceania,3
New Zealand,NZL,1976,20.044687,Oceania,4
New Zealand,NZL,1977,19.238613,Oceania,3
New Zealand,NZL,1978,17.972296,Oceania,3
New Zealand,NZL,1979,17.837635,Oceania,3
New Zealand,NZL,1980,17.87315,Oceania,3
New Zealand,NZL,1981,18.812466,Oceania,3
New Zealand,NZL,1982,19.006144,Oceania,3
New Zealand,NZL,1983,20.279037,Oceania,4
New Zealand,NZL,1984,21.046213,Oceania,4
New Zealand,NZL,1985,20.248075,Oceania,4
New Zealand,NZL,1986,21.49567,Oceania,4
New Zealand,NZL,1987,22.277056,Oceania,4
New Zealand,NZL,1988,24.169104,Oceania,4
New Zealand,NZL,1989,25.209368,Oceania,5
New Zealand,NZL,1990,25.415318,Oceania,5
New Zealand,NZL,1991,25.473747,Oceania,5
New Zealand,NZL,1992,25.87232,Oceania,5
New Zealand,NZL,1993,26.368521,Oceania,5
New Zealand,NZL,1994,26.942753,Oceania,5
New Zealand,NZL,1995,27.271931,Oceania,5
New Zealand,NZL,1996,27.969702,Oceania,5
New Zealand,NZL,1997,29.011072,Oceania,5
New Zealand,NZL,1998,29.633595,Oceania,5
New Zealand,NZL,1999,30.698193,Oceania,6
New Zealand,NZL,2000,30.599773,Oceania,6
New Zealand,NZL,2001,30.917597,Oceania,6
New Zealand,NZL,2002,30.903254,Oceania,6
New Zealand,NZL,2003,31.271137,Oceania,6
New Zealand,NZL,2004,30.317465,Oceania,6
New Zealand,NZL,2005,30.880188,Oceania,6
New Zealand,NZL,2006,30.932262,Oceania,6
New Zealand,NZL,2007,32.86245,Oceania,6
New Zealand,NZL,2008,33.118595,Oceania,6
New Zealand,NZL,2009,34.373581,Oceania,6
New Zealand,NZL,2010,35.145561,Oceania,6
New Zealand,NZL,2011,36.16444,Oceania,6
New Zealand,NZL,2012,36.60627,Oceania,6
New Zealand,NZL,2013,37.645927,Oceania,6
New Zealand,NZL,2014,38.48402,Oceania,6
New Zealand,NZL,2015,38.5625,Oceania,6
New Zealand,NZL,2016,39.368458,Oceania,6
New Zealand,NZL,2017,38.800846,Oceania,6
Nigeria,NGA,2010,7.9915104,Africa,1
Nigeria,NGA,2011,8.203433,Africa,1
Nigeria,NGA,2012,9.1184845,Africa,1
Nigeria,NGA,2013,9.0460615,Africa,1
Nigeria,NGA,2014,8.9847279,Africa,1
Nigeria,NGA,2015,8.8187447,Africa,1
Nigeria,NGA,2016,7.1218705,Africa,1
Nigeria,NGA,2017,6.8703432,Africa,1
Norway,NOR,1950,8.4999638,Europe,1
Norway,NOR,1951,8.9981871,Europe,1
Norway,NOR,1952,9.4967155,Europe,1
Norway,NOR,1953,10.025637,Europe,2
Norway,NOR,1954,10.34576,Europe,2
Norway,NOR,1955,10.744579,Europe,2
Norway,NOR,1956,11.217801,Europe,2
Norway,NOR,1957,11.802495,Europe,2
Norway,NOR,1958,11.903381,Europe,2
Norway,NOR,1959,12.274018,Europe,2
Norway,NOR,1960,12.508367,Europe,2
Norway,NOR,1961,13.142096,Europe,2
Norway,NOR,1962,13.410333,Europe,2
Norway,NOR,1963,13.879857,Europe,2
Norway,NOR,1964,14.631478,Europe,2
Norway,NOR,1965,15.677475,Europe,3
Norway,NOR,1966,16.167313,Europe,3
Norway,NOR,1967,17.24033,Europe,3
Norway,NOR,1968,18.22472,Europe,3
Norway,NOR,1969,19.268667,Europe,3
Norway,NOR,1970,15.699322,Europe,3
Norway,NOR,1971,16.908928,Europe,3
Norway,NOR,1972,18.865122,Europe,3
Norway,NOR,1973,19.453407,Europe,3
Norway,NOR,1974,21.205976,Europe,4
Norway,NOR,1975,23.493271,Europe,4
Norway,NOR,1976,26.105289,Europe,5
Norway,NOR,1977,26.79162,Europe,5
Norway,NOR,1978,29.11027,Europe,5
Norway,NOR,1979,30.945147,Europe,6
Norway,NOR,1980,32.188869,Europe,6
Norway,NOR,1981,32.270409,Europe,6
