Entity,Code,Year,Productivity,Continent,Productivity_level
Norway,NOR,1982,32.196674,Europe,6
Norway,NOR,1983,33.901089,Europe,6
Norway,NOR,1984,35.842377,Europe,6
Norway,NOR,1985,35.301304,Europe,6
Norway,NOR,1986,33.138279,Europe,6
Norway,NOR,1987,33.923038,Europe,6
Norway,NOR,1988,32.681862,Europe,6
Norway,NOR,1989,35.029922,Europe,6
Norway,NOR,1990,39.263771,Europe,6
Norway,NOR,1991,39.801662,Europe,6
Norway,NOR,1992,40.874657,Europe,7
Norway,NOR,1993,41.115425,Europe,7
Norway,NOR,1994,42.212753,Europe,7
Norway,NOR,1995,45.056938,Europe,7
Norway,NOR,1996,49.827129,Europe,7
Norway,NOR,1997,51.312538,Europe,7
Norway,NOR,1998,47.631477,Europe,7
Norway,NOR,1999,52.764805,Europe,7
Norway,NOR,2000,65.822556,Europe,7
Norway,NOR,2001,67.511391,Europe,7
Norway,NOR,2002,65.42881,Europe,7
Norway,NOR,2003,71.975746,Europe,7
Norway,NOR,2004,75.303345,Europe,7
Norway,NOR,2005,92.042786,Europe,7
Norway,NOR,2006,97.2388,Europe,7
Norway,NOR,2007,94.310295,Europe,7
Norway,NOR,2008,103.7504,Europe,7
Norway,NOR,2009,89.443871,Europe,7
Norway,NOR,2010,96.927681,Europe,7
Norway,NOR,2011,105.88589,Europe,7
Norway,NOR,2012,109.77214,Europe,7
Norway,NOR,2013,107.97221,Europe,7
Norway,NOR,2014,99.664436,Europe,7
Norway,NOR,2015,83.146919,Europe,7
Norway,NOR,2016,79.052994,Europe,7
Norway,NOR,2017,80.832024,Europe,7
Pakistan,PAK,1970,3.0347986,Asia,0
Pakistan,PAK,1971,2.9374449,Asia,0
Pakistan,PAK,1972,3.0468557,Asia,0
Pakistan,PAK,1973,3.0612679,Asia,0
Pakistan,PAK,1974,3.0343907,Asia,0
Pakistan,PAK,1975,2.9860702,Asia,0
Pakistan,PAK,1976,3.0757358,Asia,0
Pakistan,PAK,1977,3.0865226,Asia,0
Pakistan,PAK,1978,3.2152219,Asia,0
Pakistan,PAK,1979,3.2858694,Asia,0
Pakistan,PAK,1980,3.4849205,Asia,0
Pakistan,PAK,1981,3.6051576,Asia,0
Pakistan,PAK,1982,3.6653032,Asia,0
Pakistan,PAK,1983,3.8176045,Asia,0
Pakistan,PAK,1984,3.86764,Asia,0
Pakistan,PAK,1985,4.0114732,Asia,0
Pakistan,PAK,1986,4.1029687,Asia,0
Pakistan,PAK,1987,4.1662159,Asia,0
Pakistan,PAK,1988,4.4611816,Asia,0
Pakistan,PAK,1989,4.5270109,Asia,0
Pakistan,PAK,1990,4.3950729,Asia,0
Pakistan,PAK,1991,4.4460163,Asia,0
Pakistan,PAK,1992,4.5291357,Asia,0
Pakistan,PAK,1993,4.4366207,Asia,0
Pakistan,PAK,1994,4.4411349,Asia,0
Pakistan,PAK,1995,4.6345468,Asia,0
Pakistan,PAK,1996,4.8694453,Asia,0
Pakistan,PAK,1997,4.6896267,Asia,0
Pakistan,PAK,1998,4.7048235,Asia,0
Pakistan,PAK,1999,4.7043395,Asia,0
Pakistan,PAK,2000,4.9108515,Asia,0
Pakistan,PAK,2001,4.8996067,Asia,0
Pakistan,PAK,2002,4.933825,Asia,0
Pakistan,PAK,2003,4.9542279,Asia,0
Pakistan,PAK,2004,5.1384668,Asia,1
Pakistan,PAK,2005,5.6253428,Asia,1
Pakistan,PAK,2006,5.7707,Asia,1
Pakistan,PAK,2007,6.1128249,Asia,1
Pakistan,PAK,2008,6.3127513,Asia,1
Pakistan,PAK,2009,6.5133333,Asia,1
Pakistan,PAK,2010,6.7230115,Asia,1
Pakistan,PAK,2011,7.0688071,Asia,1
Pakistan,PAK,2012,7.1446867,Asia,1
Pakistan,PAK,2013,7.2425332,Asia,1
Pakistan,PAK,2014,7.5533972,Asia,1
Pakistan,PAK,2015,7.6864133,Asia,1
Pakistan,PAK,2016,7.8258204,Asia,1
Pakistan,PAK,2017,8.1883068,Asia,1
Peru,PER,1950,2.6272032,South America,0
Peru,PER,1951,2.7758014,South America,0
Peru,PER,1952,2.8786111,South America,0
Peru,PER,1953,2.9714112,South America,0
Peru,PER,1954,3.0996504,South America,0
Peru,PER,1955,3.2029545,South America,0
Peru,PER,1956,3.2522697,South America,0
Peru,PER,1957,3.4455953,South America,0
Peru,PER,1958,3.336787,South America,0
Peru,PER,1959,3.3404062,South America,0
Peru,PER,1960,3.6187081,South America,0
Peru,PER,1961,3.8177428,South America,0
Peru,PER,1962,4.0950212,South America,0
Peru,PER,1963,4.2594275,South America,0
Peru,PER,1964,4.4751191,South America,0
Peru,PER,1965,4.6956964,South America,0
Peru,PER,1966,4.9764743,South America,0
Peru,PER,1967,5.1424251,South America,1
Peru,PER,1968,5.0471034,South America,1
Peru,PER,1969,5.2071528,South America,1
Peru,PER,1970,5.2877631,South America,1
Peru,PER,1971,5.3984265,South America,1
Peru,PER,1972,5.3394804,South America,1
Peru,PER,1973,5.6065001,South America,1
Peru,PER,1974,5.8918033,South America,1
Peru,PER,1975,6.0582299,South America,1
Peru,PER,1976,5.9483895,South America,1
Peru,PER,1977,5.7643752,South America,1
Peru,PER,1978,5.5086565,South America,1
Peru,PER,1979,5.527545,South America,1
Peru,PER,1980,5.8584342,South America,1
Peru,PER,1981,6.1370044,South America,1
Peru,PER,1982,6.001986,South America,1
Peru,PER,1983,5.2965035,South America,1
Peru,PER,1984,5.3520236,South America,1
Peru,PER,1985,5.247057,South America,1
Peru,PER,1986,5.5740142,South America,1
Peru,PER,1987,6.0333061,South America,1
Peru,PER,1988,5.6993794,South America,1
Peru,PER,1989,4.6590481,South America,0
Peru,PER,1990,4.5957327,South America,0
Peru,PER,1991,4.4967074,South America,0
Peru,PER,1992,4.5993495,South America,0
Peru,PER,1993,4.7600169,South America,0
Peru,PER,1994,5.290617,South America,1
Peru,PER,1995,5.6529398,South America,1
Peru,PER,1996,5.7608423,South America,1
Peru,PER,1997,6.0271225,South America,1
Peru,PER,1998,5.6625757,South America,1
Peru,PER,1999,5.6105671,South America,1
Peru,PER,2000,5.1932569,South America,1
Peru,PER,2001,5.2105575,South America,1
Peru,PER,2002,5.3580718,South America,1
Peru,PER,2003,5.6131239,South America,1
Peru,PER,2004,5.9544873,South America,1
Peru,PER,2005,6.4885759,South America,1
Peru,PER,2006,7.0596633,South America,1
Peru,PER,2007,7.580441,South America,1
Peru,PER,2008,8.1551056,South America,1
Peru,PER,2009,8.1626272,South America,1
Peru,PER,2010,9.2393875,South America,1
Peru,PER,2011,10.031083,South America,2
Peru,PER,2012,10.476438,South America,2
Peru,PER,2013,10.791739,South America,2
Peru,PER,2014,11.031838,South America,2
Peru,PER,2015,10.910213,South America,2
Peru,PER,2016,11.112116,South America,2
Peru,PER,2017,11.187585,South America,2
Philippines,PHL,1970,3.6095529,Asia,0
Philippines,PHL,1971,3.5569344,Asia,0
Philippines,PHL,1972,3.5917156,Asia,0
Philippines,PHL,1973,3.7365446,Asia,0
Philippines,PHL,1974,3.8301911,Asia,0
Philippines,PHL,1975,4.0898266,Asia,0
Philippines,PHL,1976,4.3337464,Asia,0
Philippines,PHL,1977,4.3143649,Asia,0
Philippines,PHL,1978,4.2922134,Asia,0
Philippines,PHL,1979,4.1474032,Asia,0
Philippines,PHL,1980,4.5457911,Asia,0
Philippines,PHL,1981,4.532084,Asia,0
Philippines,PHL,1982,4.6646986,Asia,0
Philippines,PHL,1983,4.4522271,Asia,0
Philippines,PHL,1984,4.0170178,Asia,0
Philippines,PHL,1985,3.6887505,Asia,0
Philippines,PHL,1986,3.7764032,Asia,0
Philippines,PHL,1987,4.0775466,Asia,0
Philippines,PHL,1988,4.4114475,Asia,0
Philippines,PHL,1989,4.6352243,Asia,0
Philippines,PHL,1990,5.0231724,Asia,1
Philippines,PHL,1991,4.9968767,Asia,0
Philippines,PHL,1992,5.0487804,Asia,1
Philippines,PHL,1993,5.3014932,Asia,1
Philippines,PHL,1994,5.7162118,Asia,1
Philippines,PHL,1995,6.2169986,Asia,1
Philippines,PHL,1996,6.5327673,Asia,1
Philippines,PHL,1997,6.6125526,Asia,1
Philippines,PHL,1998,6.0313096,Asia,1
Philippines,PHL,1999,5.6679535,Asia,1
Philippines,PHL,2000,5.880661,Asia,1
Philippines,PHL,2001,5.6131778,Asia,1
Philippines,PHL,2002,5.5719724,Asia,1
Philippines,PHL,2003,5.5593014,Asia,1
Philippines,PHL,2004,5.5342922,Asia,1
Philippines,PHL,2005,5.5881262,Asia,1
Philippines,PHL,2006,5.8933158,Asia,1
Philippines,PHL,2007,6.1514235,Asia,1
Philippines,PHL,2008,6.4201455,Asia,1
Philippines,PHL,2009,6.490972,Asia,1
Philippines,PHL,2010,6.9427061,Asia,1
Philippines,PHL,2011,7.3528395,Asia,1
Philippines,PHL,2012,7.5580559,Asia,1
Philippines,PHL,2013,8.0290146,Asia,1
Philippines,PHL,2014,8.3025208,Asia,1
Philippines,PHL,2015,8.5515108,Asia,1
Philippines,PHL,2016,8.9257526,Asia,1
Philippines,PHL,2017,9.6389256,Asia,1
Poland,POL,1993,11.950162,Europe,2
Poland,POL,1994,12.641659,Europe,2
Poland,POL,1995,13.709008,Europe,2
Poland,POL,1996,14.599551,Europe,2
Poland,POL,1997,15.165374,Europe,3
Poland,POL,1998,15.562293,Europe,3
Poland,POL,1999,16.568731,Europe,3
Poland,POL,2000,17.343266,Europe,3
Poland,POL,2001,17.793726,Europe,3
Poland,POL,2002,18.814718,Europe,3
Poland,POL,2003,19.16564,Europe,3
Poland,POL,2004,19.659519,Europe,3
Poland,POL,2005,20.315781,Europe,4
Poland,POL,2006,20.411503,Europe,4
Poland,POL,2007,21.269712,Europe,4
Poland,POL,2008,21.903019,Europe,4
Poland,POL,2009,22.790068,Europe,4
Poland,POL,2010,25.73745,Europe,5
Poland,POL,2011,27.43997,Europe,5
Poland,POL,2012,28.418705,Europe,5
Poland,POL,2013,28.529173,Europe,5
Poland,POL,2014,28.346479,Europe,5
Poland,POL,2015,29.156763,Europe,5
Poland,POL,2016,29.509626,Europe,5
Poland,POL,2017,31.061352,Europe,6
Portugal,PRT,1950,3.0793178,Europe,0
Portugal,PRT,1951,3.4267573,Europe,0
Portugal,PRT,1952,3.5581932,Europe,0
Portugal,PRT,1953,3.7327213,Europe,0
Portugal,PRT,1954,3.8813853,Europe,0
Portugal,PRT,1955,4.0136628,Europe,0
Portugal,PRT,1956,4.1867156,Europe,0
Portugal,PRT,1957,4.4951367,Europe,0
Portugal,PRT,1958,4.4093218,Europe,0
Portugal,PRT,1959,4.6563468,Europe,0
Portugal,PRT,1960,4.9707599,Europe,0
Portugal,PRT,1961,5.2671556,Europe,1
Portugal,PRT,1962,5.6824179,Europe,1
Portugal,PRT,1963,6.0668659,Europe,1
Portugal,PRT,1964,6.3661032,Europe,1
Portugal,PRT,1965,6.8736205,Europe,1
Portugal,PRT,1966,7.1176395,Europe,1
Portugal,PRT,1967,7.7457638,Europe,1
Portugal,PRT,1968,8.8887825,Europe,1
Portugal,PRT,1969,9.2621365,Europe,1
Portugal,PRT,1970,9.8662033,Europe,1
Portugal,PRT,1971,10.295086,Europe,2
Portugal,PRT,1972,11.038831,Europe,2
Portugal,PRT,1973,12.198849,Europe,2
Portugal,PRT,1974,11.498528,Europe,2
Portugal,PRT,1975,10.578391,Europe,2
Portugal,PRT,1976,11.195163,Europe,2
Portugal,PRT,1977,11.652396,Europe,2
Portugal,PRT,1978,11.946731,Europe,2
Portugal,PRT,1979,12.377824,Europe,2
Portugal,PRT,1980,12.648607,Europe,2
Portugal,PRT,1981,12.59174,Europe,2
Portugal,PRT,1982,12.712745,Europe,2
Portugal,PRT,1983,11.942002,Europe,2
Portugal,PRT,1984,11.603941,Europe,2
Portugal,PRT,1985,11.929058,Europe,2
Portugal,PRT,1986,13.182607,Europe,2
Portugal,PRT,1987,13.812022,Europe,2
Portugal,PRT,1988,14.755192,Europe,2
Portugal,PRT,1989,15.207797,Europe,3
Portugal,PRT,1990,15.903026,Europe,3
Portugal,PRT,1991,16.744692,Europe,3
Portugal,PRT,1992,17.260923,Europe,3
Portugal,PRT,1993,18.13957,Europe,3
Portugal,PRT,1994,19.390543,Europe,3
Portugal,PRT,1995,19.881763,Europe,3
Portugal,PRT,1996,20.074362,Europe,4
Portugal,PRT,1997,21.264364,Europe,4
Portugal,PRT,1998,21.652475,Europe,4
Portugal,PRT,1999,22.700914,Europe,4
Portugal,PRT,2000,23.453257,Europe,4
Portugal,PRT,2001,23.206509,Europe,4
Portugal,PRT,2002,23.294003,Europe,4
Portugal,PRT,2003,23.493219,Europe,4
Portugal,PRT,2004,23.545559,Europe,4
Portugal,PRT,2005,25.994442,Europe,5
Portugal,PRT,2006,27.243927,Europe,5
Portugal,PRT,2007,27.564116,Europe,5
Portugal,PRT,2008,27.551277,Europe,5
Portugal,PRT,2009,27.826616,Europe,5
Portugal,PRT,2010,29.439457,Europe,5
Portugal,PRT,2011,29.378988,Europe,5
Portugal,PRT,2012,30.544796,Europe,6
Portugal,PRT,2013,31.445803,Europe,6
Portugal,PRT,2014,31.280638,Europe,6
Portugal,PRT,2015,31.738722,Europe,6
Portugal,PRT,2016,29.084703,Europe,5
Portugal,PRT,2017,27.799564,Europe,5
Romania,ROU,1995,8.1923733,Europe,1
Romania,ROU,1996,8.7196503,Europe,1
Romania,ROU,1997,8.2047825,Europe,1
Romania,ROU,1998,8.2504501,Europe,1
Romania,ROU,1999,8.3982477,Europe,1
Romania,ROU,2000,8.7063255,Europe,1
Romania,ROU,2001,9.5553093,Europe,1
Romania,ROU,2002,10.95467,Europe,2
Romania,ROU,2003,11.721263,Europe,2
Romania,ROU,2004,13.270844,Europe,2
Romania,ROU,2005,14.113142,Europe,2
Romania,ROU,2006,15.952578,Europe,3
Romania,ROU,2007,17.815891,Europe,3
Romania,ROU,2008,20.684237,Europe,4
Romania,ROU,2009,20.887705,Europe,4
Romania,ROU,2010,21.623081,Europe,4
Romania,ROU,2011,22.214352,Europe,4
Romania,ROU,2012,25.799992,Europe,5
Romania,ROU,2013,26.24255,Europe,5
Romania,ROU,2014,26.77807,Europe,5
Romania,ROU,2015,28.864254,Europe,5
Romania,ROU,2016,31.298994,Europe,6
Romania,ROU,2017,33.353191,Europe,6
Russia,RUS,1992,14.701906,Europe,2
Russia,RUS,1993,12.767162,Europe,2
Russia,RUS,1994,11.463222,Europe,2
Russia,RUS,1995,11.096526,Europe,2
Russia,RUS,1996,10.898945,Europe,2
Russia,RUS,1997,10.456717,Europe,2
Russia,RUS,1998,9.6346426,Europe,1
Russia,RUS,1999,9.1317472,Europe,1
Russia,RUS,2000,10.204453,Europe,2
Russia,RUS,2001,10.387738,Europe,2
Russia,RUS,2002,10.503565,Europe,2
Russia,RUS,2003,11.435592,Europe,2
Russia,RUS,2004,12.828995,Europe,2
Russia,RUS,2005,14.696248,Europe,2
Russia,RUS,2006,17.05549,Europe,3
Russia,RUS,2007,19.792637,Europe,3
Russia,RUS,2008,22.57509,Europe,4
Russia,RUS,2009,20.676634,Europe,4
Russia,RUS,2010,23.415195,Europe,4
Russia,RUS,2011,26.708319,Europe,5
Russia,RUS,2012,27.809864,Europe,5
Russia,RUS,2013,28.132402,Europe,5
Russia,RUS,2014,27.458197,Europe,5
Russia,RUS,2015,24.142157,Europe,4
Russia,RUS,2016,23.370552,Europe,4
Russia,RUS,2017,23.9105,Europe,4
Saint Lucia,LCA,1985,9.2644997,North America,1
Saint Lucia,LCA,1986,10.129997,North America,2
Saint Lucia,LCA,1987,10.80791,North America,2
Saint Lucia,LCA,1988,11.185478,North America,2
Saint Lucia,LCA,1989,11.107075,North America,2
Saint Lucia,LCA,1990,11.665741,North America,2
Saint Lucia,LCA,1991,10.792454,North America,2
Saint Lucia,LCA,1992,10.772609,North America,2
Saint Lucia,LCA,1993,10.111172,North America,2
Saint Lucia,LCA,1994,9.337842,North America,1
Saint Lucia,LCA,1995,9.5028181,North America,1
Saint Lucia,LCA,1996,11.317702,North America,2
Saint Lucia,LCA,1997,10.636411,North America,2
Saint Lucia,LCA,1998,10.946546,North America,2
Saint Lucia,LCA,1999,9.9649601,North America,1
Saint Lucia,LCA,2000,9.8221712,North America,1
Saint Lucia,LCA,2001,8.3354645,North America,1
Singapore,SGP,1960,3.8847952,Asia,0
Singapore,SGP,1961,4.3113971,Asia,0
Singapore,SGP,1962,4.8509665,Asia,0
Singapore,SGP,1963,5.509089,Asia,1
Singapore,SGP,1964,5.4243259,Asia,1
Singapore,SGP,1965,5.7710814,Asia,1
Singapore,SGP,1966,6.359201,Asia,1
Singapore,SGP,1967,7.1890821,Asia,1
Singapore,SGP,1968,7.8397012,Asia,1
Singapore,SGP,1969,8.9876871,Asia,1
Singapore,SGP,1970,10.3009,Asia,2
Singapore,SGP,1971,10.832585,Asia,2
Singapore,SGP,1972,11.165365,Asia,2
Singapore,SGP,1973,11.526704,Asia,2
Singapore,SGP,1974,13.605501,Asia,2
Singapore,SGP,1975,13.955132,Asia,2
Singapore,SGP,1976,14.472525,Asia,2
Singapore,SGP,1977,15.076062,Asia,3
Singapore,SGP,1978,15.821642,Asia,3
Singapore,SGP,1979,17.267876,Asia,3
Singapore,SGP,1980,18.489614,Asia,3
Singapore,SGP,1981,18.133194,Asia,3
Singapore,SGP,1982,18.223667,Asia,3
Singapore,SGP,1983,19.045835,Asia,3
Singapore,SGP,1984,20.345108,Asia,4
Singapore,SGP,1985,18.806591,Asia,3
Singapore,SGP,1986,19.742884,Asia,3
Singapore,SGP,1987,20.979759,Asia,4
Singapore,SGP,1988,21.08629,Asia,4
Singapore,SGP,1989,20.298929,Asia,4
Singapore,SGP,1990,22.918968,Asia,4
Singapore,SGP,1991,20.894871,Asia,4
Singapore,SGP,1992,20.076614,Asia,4
Singapore,SGP,1993,18.904055,Asia,3
Singapore,SGP,1994,17.051355,Asia,3
Singapore,SGP,1995,16.941927,Asia,3
Singapore,SGP,1996,19.144566,Asia,3
Singapore,SGP,1997,19.2108,Asia,3
Singapore,SGP,1998,20.897701,Asia,4
Singapore,SGP,1999,21.863121,Asia,4
Singapore,SGP,2000,28.143967,Asia,5
Singapore,SGP,2001,26.007433,Asia,5
Singapore,SGP,2002,28.813831,Asia,5
Singapore,SGP,2003,26.997822,Asia,5
Singapore,SGP,2004,31.790226,Asia,6
Singapore,SGP,2005,42.10561,Asia,7
Singapore,SGP,2006,43.825172,Asia,7
Singapore,SGP,2007,44.301811,Asia,7
Singapore,SGP,2008,36.521801,Asia,6
Singapore,SGP,2009,34.447548,Asia,6
Singapore,SGP,2010,41.63641,Asia,7
Singapore,SGP,2011,43.99947,Asia,7
Singapore,SGP,2012,42.793999,Asia,7
Singapore,SGP,2013,41.677673,Asia,7
Singapore,SGP,2014,45.365833,Asia,7
Singapore,SGP,2015,45.118176,Asia,7
Singapore,SGP,2016,45.456043,Asia,7
Singapore,SGP,2017,48.246395,Asia,7
Slovakia,SVK,1990,19.252087,Europe,3
Slovakia,SVK,1991,16.471275,Europe,3
Slovakia,SVK,1992,16.339151,Europe,3
Slovakia,SVK,1993,16.506237,Europe,3
Slovakia,SVK,1994,17.441214,Europe,3
Slovakia,SVK,1995,17.983747,Europe,3
Slovakia,SVK,1996,19.161283,Europe,3
Slovakia,SVK,1997,19.897287,Europe,3
Slovakia,SVK,1998,19.604002,Europe,3
Slovakia,SVK,1999,19.285925,Europe,3
Slovakia,SVK,2000,20.509253,Europe,4
Slovakia,SVK,2001,21.69187,Europe,4
Slovakia,SVK,2002,22.615025,Europe,4
Slovakia,SVK,2003,23.276735,Europe,4
Slovakia,SVK,2004,22.914267,Europe,4
Slovakia,SVK,2005,25.415373,Europe,5
Slovakia,SVK,2006,26.389233,Europe,5
Slovakia,SVK,2007,27.677992,Europe,5
Slovakia,SVK,2008,29.592136,Europe,5
Slovakia,SVK,2009,28.853695,Europe,5
Slovakia,SVK,2010,31.523878,Europe,6
Slovakia,SVK,2011,31.539068,Europe,6
Slovakia,SVK,2012,31.661573,Europe,6
Slovakia,SVK,2013,31.856274,Europe,6
Slovakia,SVK,2014,32.51693,Europe,6
Slovakia,SVK,2015,31.958994,Europe,6
Slovakia,SVK,2016,32.289009,Europe,6
Slovakia,SVK,2017,32.731033,Europe,6
Slovenia,SVN,1995,22.42812,Europe,4
Slovenia,SVN,1996,24.174484,Europe,4
Slovenia,SVN,1997,25.228989,Europe,5
Slovenia,SVN,1998,24.810051,Europe,4
Slovenia,SVN,1999,25.21435,Europe,5
Slovenia,SVN,2000,26.303816,Europe,5
Slovenia,SVN,2001,26.570093,Europe,5
Slovenia,SVN,2002,26.393761,Europe,5
Slovenia,SVN,2003,27.023327,Europe,5
Slovenia,SVN,2004,27.756048,Europe,5
Slovenia,SVN,2005,31.134966,Europe,6
Slovenia,SVN,2006,31.19363,Europe,6
Slovenia,SVN,2007,31.404945,Europe,6
Slovenia,SVN,2008,33.493172,Europe,6
Slovenia,SVN,2009,31.338003,Europe,6
Slovenia,SVN,2010,32.622787,Europe,6
Slovenia,SVN,2011,34.491257,Europe,6
Slovenia,SVN,2012,35.057224,Europe,6
Slovenia,SVN,2013,34.592617,Europe,6
Slovenia,SVN,2014,34.702248,Europe,6
Slovenia,SVN,2015,33.564655,Europe,6
Slovenia,SVN,2016,33.966694,Europe,6
Slovenia,SVN,2017,35.628292,Europe,6
South Africa,ZAF,2001,13.179679,Africa,2
South Africa,ZAF,2002,13.181885,Africa,2
South Africa,ZAF,2003,14.137589,Africa,2
South Africa,ZAF,2004,14.641752,Africa,2
South Africa,ZAF,2005,14.736291,Africa,2
South Africa,ZAF,2006,15.47813,Africa,3
South Africa,ZAF,2007,16.541586,Africa,3
South Africa,ZAF,2008,16.648008,Africa,3
South Africa,ZAF,2009,16.7883,Africa,3
South Africa,ZAF,2010,17.801285,Africa,3
South Africa,ZAF,2011,17.750896,Africa,3
South Africa,ZAF,2012,17.676292,Africa,3
South Africa,ZAF,2013,17.453863,Africa,3
South Africa,ZAF,2014,17.473833,Africa,3
South Africa,ZAF,2015,17.025166,Africa,3
South Africa,ZAF,2016,16.885654,Africa,3
South Africa,ZAF,2017,16.673927,Africa,3
South Korea,KOR,1953,1.4363902,Asia,0
South Korea,KOR,1954,1.4568065,Asia,0
South Korea,KOR,1955,1.5338231,Asia,0
South Korea,KOR,1956,1.5386804,Asia,0
South Korea,KOR,1957,1.6481717,Asia,0
South Korea,KOR,1958,1.6715766,Asia,0
South Korea,KOR,1959,1.6668432,Asia,0
South Korea,KOR,1960,1.6497203,Asia,0
South Korea,KOR,1961,1.6962011,Asia,0
South Korea,KOR,1962,1.6371397,Asia,0
South Korea,KOR,1963,1.7543225,Asia,0
South Korea,KOR,1964,1.9356046,Asia,0
South Korea,KOR,1965,1.8526944,Asia,0
South Korea,KOR,1966,2.0704362,Asia,0
South Korea,KOR,1967,2.0831008,Asia,0
South Korea,KOR,1968,2.1787748,Asia,0
South Korea,KOR,1969,2.3651412,Asia,0
South Korea,KOR,1970,2.58056,Asia,0
South Korea,KOR,1971,2.8555498,Asia,0
South Korea,KOR,1972,3.0270588,Asia,0
South Korea,KOR,1973,3.454932,Asia,0
South Korea,KOR,1974,3.8796463,Asia,0
South Korea,KOR,1975,4.3020616,Asia,0
South Korea,KOR,1976,4.3177357,Asia,0
South Korea,KOR,1977,4.6057353,Asia,0
South Korea,KOR,1978,4.7870607,Asia,0
South Korea,KOR,1979,4.9850717,Asia,0
South Korea,KOR,1980,4.7000074,Asia,0
South Korea,KOR,1981,4.8638787,Asia,0
South Korea,KOR,1982,5.07443,Asia,1
South Korea,KOR,1983,5.6036544,Asia,1
South Korea,KOR,1984,6.1876044,Asia,1
South Korea,KOR,1985,6.2713065,Asia,1
South Korea,KOR,1986,7.1064186,Asia,1
South Korea,KOR,1987,7.9001956,Asia,1
South Korea,KOR,1988,8.8715954,Asia,1
South Korea,KOR,1989,9.7509546,Asia,1
South Korea,KOR,1990,10.915829,Asia,2
South Korea,KOR,1991,12.048909,Asia,2
South Korea,KOR,1992,12.871272,Asia,2
South Korea,KOR,1993,13.903078,Asia,2
South Korea,KOR,1994,15.267266,Asia,3
South Korea,KOR,1995,16.73321,Asia,3
South Korea,KOR,1996,18.27681,Asia,3
South Korea,KOR,1997,17.988014,Asia,3
South Korea,KOR,1998,17.321232,Asia,3
South Korea,KOR,1999,18.826815,Asia,3
South Korea,KOR,2000,19.343603,Asia,3
South Korea,KOR,2001,19.596798,Asia,3
South Korea,KOR,2002,20.867996,Asia,4
South Korea,KOR,2003,21.972574,Asia,4
South Korea,KOR,2004,23.156965,Asia,4
South Korea,KOR,2005,24.856293,Asia,4
South Korea,KOR,2006,25.477766,Asia,5
South Korea,KOR,2007,27.152468,Asia,5
South Korea,KOR,2008,28.247784,Asia,5
South Korea,KOR,2009,28.269518,Asia,5
South Korea,KOR,2010,30.454895,Asia,6
South Korea,KOR,2011,30.957315,Asia,6
South Korea,KOR,2012,30.769899,Asia,6
South Korea,KOR,2013,30.885378,Asia,6
South Korea,KOR,2014,31.758259,Asia,6
South Korea,KOR,2015,32.598591,Asia,6
South Korea,KOR,2016,33.443001,Asia,6
South Korea,KOR,2017,34.063381,Asia,6
Spain,ESP,1950,3.749707,Europe,0
Spain,ESP,1951,4.4117179,Europe,0
Spain,ESP,1952,4.6138787,Europe,0
Spain,ESP,1953,4.429256,Europe,0
Spain,ESP,1954,4.9381738,Europe,0
Spain,ESP,1955,5.1842022,Europe,1
Spain,ESP,1956,5.522573,Europe,1
Spain,ESP,1957,5.7167268,Europe,1
Spain,ESP,1958,5.8902006,Europe,1
Spain,ESP,1959,5.8418031,Europe,1
Spain,ESP,1960,6.6185293,Europe,1
Spain,ESP,1961,7.3429971,Europe,1
Spain,ESP,1962,8.0788279,Europe,1
Spain,ESP,1963,8.8626842,Europe,1
Spain,ESP,1964,9.4829721,Europe,1
Spain,ESP,1965,9.9875231,Europe,1
Spain,ESP,1966,10.638777,Europe,2
Spain,ESP,1967,11.040279,Europe,2
Spain,ESP,1968,11.947026,Europe,2
Spain,ESP,1969,13.000243,Europe,2
Spain,ESP,1970,13.334291,Europe,2
Spain,ESP,1971,13.833059,Europe,2
Spain,ESP,1972,14.814837,Europe,2
Spain,ESP,1973,15.610851,Europe,3
Spain,ESP,1974,16.214169,Europe,3
Spain,ESP,1975,16.492647,Europe,3
Spain,ESP,1976,17.367472,Europe,3
Spain,ESP,1977,18.339729,Europe,3
Spain,ESP,1978,19.68532,Europe,3
Spain,ESP,1979,20.825672,Europe,4
Spain,ESP,1980,22.224407,Europe,4
Spain,ESP,1981,22.008652,Europe,4
Spain,ESP,1982,21.721027,Europe,4
Spain,ESP,1983,21.708662,Europe,4
Spain,ESP,1984,22.380222,Europe,4
Spain,ESP,1985,22.447086,Europe,4
Spain,ESP,1986,23.499882,Europe,4
Spain,ESP,1987,24.209206,Europe,4
Spain,ESP,1988,25.186834,Europe,5
Spain,ESP,1989,26.142153,Europe,5
Spain,ESP,1990,26.575228,Europe,5
Spain,ESP,1991,27.340019,Europe,5
Spain,ESP,1992,28.588129,Europe,5
Spain,ESP,1993,30.008434,Europe,6
Spain,ESP,1994,31.51989,Europe,6
Spain,ESP,1995,32.588024,Europe,6
Spain,ESP,1996,33.300293,Europe,6
Spain,ESP,1997,34.612404,Europe,6
Spain,ESP,1998,35.199654,Europe,6
Spain,ESP,1999,35.012821,Europe,6
Spain,ESP,2000,35.446335,Europe,6
Spain,ESP,2001,34.957146,Europe,6
Spain,ESP,2002,35.251709,Europe,6
Spain,ESP,2003,34.931374,Europe,6
Spain,ESP,2004,35.23988,Europe,6
Spain,ESP,2005,37.863857,Europe,6
Spain,ESP,2006,39.985825,Europe,6
Spain,ESP,2007,41.802025,Europe,7
