,Entity,Code,Year,Average annual hours worked by persons engaged (avh) (PWT 9.1 (2019)),Productivity (PWT 9.1 (2019)),"Total population (Gapminder, HYDE & UN)",Continent
34640,Saint Barthlemy,0,1968,0.0,0.0,2000.0,Saint Barthlemy
34641,Saint Barthlemy,0,1969,0.0,0.0,2000.0,Saint Barthlemy
34642,Saint Barthlemy,0,1970,0.0,0.0,2000.0,Saint Barthlemy
34643,Saint Barthlemy,0,1971,0.0,0.0,2000.0,Saint Barthlemy
34644,Saint Barthlemy,0,1972,0.0,0.0,2000.0,Saint Barthlemy
34645,Saint Barthlemy,0,1973,0.0,0.0,2000.0,Saint Barthlemy
34646,Saint Barthlemy,0,1974,0.0,0.0,3000.0,Saint Barthlemy
34647,Saint Barthlemy,0,1975,0.0,0.0,3000.0,Saint Barthlemy
34648,Saint Barthlemy,0,1976,0.0,0.0,3000.0,Saint Barthlemy
34649,Saint Barthlemy,0,1977,0.0,0.0,3000.0,Saint Barthlemy
34650,Saint Barthlemy,0,1978,0.0,0.0,3000.0,Saint Barthlemy
34651,Saint Barthlemy,0,1979,0.0,0.0,3000.0,Saint Barthlemy
34652,Saint Barthlemy,0,1980,0.0,0.0,3000.0,Saint Barthlemy
34653,Saint Barthlemy,0,1981,0.0,0.0,3000.0,Saint Barthlemy
34654,Saint Barthlemy,0,1982,0.0,0.0,3000.0,Saint Barthlemy
34655,Saint Barthlemy,0,1983,0.0,0.0,3000.0,Saint Barthlemy
34656,Saint Barthlemy,0,1984,0.0,0.0,3000.0,Saint Barthlemy
34657,Saint Barthlemy,0,1985,0.0,0.0,3000.0,Saint Barthlemy
34658,Saint Barthlemy,0,1986,0.0,0.0,4000.0,Saint Barthlemy
34659,Saint Barthlemy,0,1987,0.0,0.0,4000.0,Saint Barthlemy
34660,Saint Barthlemy,0,1988,0.0,0.0,5000.0,Saint Barthlemy
34661,Saint Barthlemy,0,1989,0.0,0.0,5000.0,Saint Barthlemy
34662,Saint Barthlemy,0,1990,0.0,0.0,5000.0,Saint Barthlemy
34663,Saint Barthlemy,0,1991,0.0,0.0,6000.0,Saint Barthlemy
34664,Saint Barthlemy,0,1992,0.0,0.0,6000.0,Saint Barthlemy
34665,Saint Barthlemy,0,1993,0.0,0.0,6000.0,Saint Barthlemy
34666,Saint Barthlemy,0,1994,0.0,0.0,6000.0,Saint Barthlemy
34667,Saint Barthlemy,0,1995,0.0,0.0,6000.0,Saint Barthlemy
34668,Saint Barthlemy,0,1996,0.0,0.0,7000.0,Saint Barthlemy
34669,Saint Barthlemy,0,1997,0.0,0.0,7000.0,Saint Barthlemy
34670,Saint Barthlemy,0,1998,0.0,0.0,7000.0,Saint Barthlemy
34671,Saint Barthlemy,0,1999,0.0,0.0,7000.0,Saint Barthlemy
34672,Saint Barthlemy,0,2000,0.0,0.0,7000.0,Saint Barthlemy
34673,Saint Barthlemy,0,2001,0.0,0.0,8000.0,Saint Barthlemy
34674,Saint Barthlemy,0,2002,0.0,0.0,8000.0,Saint Barthlemy
34675,Saint Barthlemy,0,2003,0.0,0.0,8000.0,Saint Barthlemy
34676,Saint Barthlemy,0,2004,0.0,0.0,8000.0,Saint Barthlemy
34677,Saint Barthlemy,0,2005,0.0,0.0,9000.0,Saint Barthlemy
34678,Saint Barthlemy,0,2006,0.0,0.0,9000.0,Saint Barthlemy
34679,Saint Barthlemy,0,2007,0.0,0.0,9000.0,Saint Barthlemy
34680,Saint Barthlemy,0,2008,0.0,0.0,9000.0,Saint Barthlemy
34681,Saint Barthlemy,0,2009,0.0,0.0,9000.0,Saint Barthlemy
34682,Saint Barthlemy,0,2010,0.0,0.0,9000.0,Saint Barthlemy
34683,Saint Barthlemy,0,2011,0.0,0.0,9000.0,Saint Barthlemy
34684,Saint Barthlemy,0,2012,0.0,0.0,9000.0,Saint Barthlemy
34685,Saint Barthlemy,0,2013,0.0,0.0,10000.0,Saint Barthlemy
34686,Saint Barthlemy,0,2014,0.0,0.0,10000.0,Saint Barthlemy
34687,Saint Barthlemy,0,2015,0.0,0.0,10000.0,Saint Barthlemy
34688,Saint Barthlemy,0,2016,0.0,0.0,10000.0,Saint Barthlemy
34689,Saint Barthlemy,0,2017,0.0,0.0,10000.0,Saint Barthlemy
34690,Saint Barthlemy,0,2018,0.0,0.0,10000.0,Saint Barthlemy
34691,Saint Barthlemy,0,2019,0.0,0.0,10000.0,Saint Barthlemy
46198,World,OWID_WRL,1950,0.0,0.0,2536431104.0,World
46199,World,OWID_WRL,1951,0.0,0.0,2584034048.0,World
46200,World,OWID_WRL,1952,0.0,0.0,2630862080.0,World
46201,World,OWID_WRL,1953,0.0,0.0,2677608960.0,World
46202,World,OWID_WRL,1954,0.0,0.0,2724847104.0,World
46203,World,OWID_WRL,1955,0.0,0.0,2773019904.0,World
46204,World,OWID_WRL,1956,0.0,0.0,2822443008.0,World
46205,World,OWID_WRL,1957,0.0,0.0,2873306112.0,World
46206,World,OWID_WRL,1958,0.0,0.0,2925687040.0,World
46207,World,OWID_WRL,1959,0.0,0.0,2979576064.0,World
46208,World,OWID_WRL,1960,0.0,0.0,3034949888.0,World
46209,World,OWID_WRL,1961,0.0,0.0,3091844096.0,World
46210,World,OWID_WRL,1962,0.0,0.0,3150420992.0,World
46211,World,OWID_WRL,1963,0.0,0.0,3211001088.0,World
46212,World,OWID_WRL,1964,0.0,0.0,3273978112.0,World
46213,World,OWID_WRL,1965,0.0,0.0,3339584000.0,World
46214,World,OWID_WRL,1966,0.0,0.0,3407922944.0,World
46215,World,OWID_WRL,1967,0.0,0.0,3478769920.0,World
46216,World,OWID_WRL,1968,0.0,0.0,3551599104.0,World
46217,World,OWID_WRL,1969,0.0,0.0,3625680896.0,World
46218,World,OWID_WRL,1970,0.0,0.0,3700436992.0,World
46219,World,OWID_WRL,1971,0.0,0.0,3775759872.0,World
46220,World,OWID_WRL,1972,0.0,0.0,3851651072.0,World
46221,World,OWID_WRL,1973,0.0,0.0,3927781120.0,World
46222,World,OWID_WRL,1974,0.0,0.0,4003793920.0,World
46223,World,OWID_WRL,1975,0.0,0.0,4079480064.0,World
46224,World,OWID_WRL,1976,0.0,0.0,4154667008.0,World
46225,World,OWID_WRL,1977,0.0,0.0,4229506048.0,World
46226,World,OWID_WRL,1978,0.0,0.0,4304534016.0,World
46227,World,OWID_WRL,1979,0.0,0.0,4380506112.0,World
46228,World,OWID_WRL,1980,0.0,0.0,4458002944.0,World
46229,World,OWID_WRL,1981,0.0,0.0,4536996864.0,World
46230,World,OWID_WRL,1982,0.0,0.0,4617387008.0,World
46231,World,OWID_WRL,1983,0.0,0.0,4699569152.0,World
46232,World,OWID_WRL,1984,0.0,0.0,4784011776.0,World
46233,World,OWID_WRL,1985,0.0,0.0,4870922240.0,World
46234,World,OWID_WRL,1986,0.0,0.0,4960567808.0,World
46235,World,OWID_WRL,1987,0.0,0.0,5052521984.0,World
46236,World,OWID_WRL,1988,0.0,0.0,5145425920.0,World
46237,World,OWID_WRL,1989,0.0,0.0,5237441024.0,World
46238,World,OWID_WRL,1990,0.0,0.0,5327230976.0,World
46239,World,OWID_WRL,1991,0.0,0.0,5414288896.0,World
46240,World,OWID_WRL,1992,0.0,0.0,5498919936.0,World
46241,World,OWID_WRL,1993,0.0,0.0,5581598208.0,World
46242,World,OWID_WRL,1994,0.0,0.0,5663150080.0,World
46243,World,OWID_WRL,1995,0.0,0.0,5744212992.0,World
46244,World,OWID_WRL,1996,0.0,0.0,5824891904.0,World
46245,World,OWID_WRL,1997,0.0,0.0,5905046016.0,World
46246,World,OWID_WRL,1998,0.0,0.0,5984794112.0,World
46247,World,OWID_WRL,1999,0.0,0.0,6064239104.0,World
46248,World,OWID_WRL,2000,0.0,0.0,6143494144.0,World
46249,World,OWID_WRL,2001,0.0,0.0,6222626816.0,World
46250,World,OWID_WRL,2002,0.0,0.0,6301772800.0,World
46251,World,OWID_WRL,2003,0.0,0.0,6381185024.0,World
46252,World,OWID_WRL,2004,0.0,0.0,6461158912.0,World
46253,World,OWID_WRL,2005,0.0,0.0,6541906944.0,World
46254,World,OWID_WRL,2006,0.0,0.0,6623518208.0,World
46255,World,OWID_WRL,2007,0.0,0.0,6705947136.0,World
46256,World,OWID_WRL,2008,0.0,0.0,6789088768.0,World
46257,World,OWID_WRL,2009,0.0,0.0,6872766976.0,World
46258,World,OWID_WRL,2010,0.0,0.0,6956824064.0,World
46259,World,OWID_WRL,2011,0.0,0.0,7041193984.0,World
46260,World,OWID_WRL,2012,0.0,0.0,7125828096.0,World
46261,World,OWID_WRL,2013,0.0,0.0,7210582016.0,World
46262,World,OWID_WRL,2014,0.0,0.0,7295290880.0,World
46263,World,OWID_WRL,2015,0.0,0.0,7379796992.0,World
46264,World,OWID_WRL,2016,0.0,0.0,7464022016.0,World
46265,World,OWID_WRL,2017,0.0,0.0,7547858944.0,World
46266,World,OWID_WRL,2018,0.0,0.0,7631091200.0,World
46267,World,OWID_WRL,2019,0.0,0.0,7713467904.0,World
